id,ppgG,ppgIR,ppgR,statusG,statusIR,statusR,timestamp
31701,-182012,7458728,5643646,0,0,0,1748699691066
31702,-185660,7458057,5643276,0,0,0,1748699691106
31703,-188329,7457555,5643149,0,0,0,1748699691146
31704,-189731,7457284,5643014,0,0,0,1748699691186
31705,-190011,7457263,5642870,0,0,0,1748699691226
31706,-190004,7457309,5642875,0,0,0,1748699691266
31707,-190391,7456930,5642841,0,0,0,1748699691306
31708,-191287,7456641,5642567,0,0,0,1748699691346
31709,-192043,7456593,5642578,0,0,0,1748699691386
31710,-192422,7456434,5642480,0,0,0,1748699691426
31711,-192299,7456327,5642413,0,0,0,1748699691466
31712,-191779,7456551,5642505,0,0,0,1748699691506
31713,-190904,7456740,5642557,0,0,0,1748699691546
31714,-189886,7456824,5642625,0,0,0,1748699691586
31715,-189082,7456802,5642466,0,0,0,1748699691626
31716,-190539,7455719,5641993,0,0,0,1748699691666
31717,-194369,7454747,5641667,0,0,0,1748699691706
31718,-198081,7454058,5641433,0,0,0,1748699691746
31719,-200426,7453460,5641261,0,0,0,1748699691786
31720,-201671,7453252,5641008,0,0,0,1748699691826
31721,-201799,7453238,5641036,0,0,0,1748699691866
31722,-201934,7453111,5640827,0,0,0,1748699691906
31723,-202859,7452771,5640900,0,0,0,1748699691946
31724,-203435,7452775,5640766,0,0,0,1748699691986
31725,-203492,7452638,5640776,0,0,0,1748699692026
31726,-203099,7452882,5640927,0,0,0,1748699692066
31727,-202231,7453219,5640992,0,0,0,1748699692106
31728,-201018,7453419,5641102,0,0,0,1748699692146
31729,-199844,7453510,5640997,0,0,0,1748699692186
31730,-198714,7453714,5641199,0,0,0,1748699692226
31731,-199756,7452968,5640879,0,0,0,1748699692266
31732,-203475,7451900,5640624,0,0,0,1748699692306
31733,-207119,7451082,5640395,0,0,0,1748699692346
31734,-209338,7450866,5640363,0,0,0,1748699692386
31735,-210451,7450880,5640219,0,0,0,1748699692426
31736,-210527,7450991,5640394,0,0,0,1748699692466
31737,-209961,7450993,5640319,0,0,0,1748699692506
31738,-210228,7450630,5640222,0,0,0,1748699692546
31739,-210864,7450374,5639993,0,0,0,1748699692586
31740,-211394,7450066,5639955,0,0,0,1748699692626
31741,-211613,7450254,5639975,0,0,0,1748699692666
31742,-210956,7450090,5639955,0,0,0,1748699692706
31743,-210211,7450344,5639938,0,0,0,1748699692746
31744,-208971,7450427,5640007,0,0,0,1748699692786
31745,-207672,7450778,5640165,0,0,0,1748699692826
31746,-206576,7450852,5640310,0,0,0,1748699692866
31747,-207723,7450119,5639986,0,0,0,1748699692906
31748,-211237,7449040,5639604,0,0,0,1748699692946
31749,-214757,7448430,5639545,0,0,0,1748699692986
31750,-216888,7448049,5639307,0,0,0,1748699693026
31751,-217693,7448170,5639348,0,0,0,1748699693066
31752,-217579,7448227,5639466,0,0,0,1748699693106
31753,-216952,7448217,5639486,0,0,0,1748699693146
31754,-217049,7448155,5639331,0,0,0,1748699693186
31755,-217372,7447981,5639300,0,0,0,1748699693226
31756,-217517,7447949,5639361,0,0,0,1748699693266
31757,-217308,7447967,5639456,0,0,0,1748699693306
31758,-216519,7448117,5639449,0,0,0,1748699693346
31759,-215451,7448391,5639701,0,0,0,1748699693386
31760,-214029,7448732,5639780,0,0,0,1748699693426
31761,-212320,7449040,5640048,0,0,0,1748699693466
31762,-210646,7449172,5640064,0,0,0,1748699693506
31763,-210505,7448660,5639845,0,0,0,1748699693546
31764,-213660,7447726,5639607,0,0,0,1748699693586
31765,-217669,7446901,5639428,0,0,0,1748699693626
31766,-220225,7446498,5639293,0,0,0,1748699693666
31767,-221593,7446287,5639261,0,0,0,1748699693706
31768,-221734,7446406,5639323,0,0,0,1748699693746
31769,-221396,7446449,5639279,0,0,0,1748699693786
31770,-221037,7446543,5639361,0,0,0,1748699693826
31771,-221149,7446405,5639304,0,0,0,1748699693866
31772,-221504,7446209,5639318,0,0,0,1748699693906
31773,-221202,7446415,5639440,0,0,0,1748699693946
31774,-220600,7446545,5639400,0,0,0,1748699693986
31775,-219628,7446728,5639564,0,0,0,1748699694026
31776,-218195,7447024,5639706,0,0,0,1748699694066
31777,-216377,7447425,5639866,0,0,0,1748699694106
31778,-214684,7447741,5640017,0,0,0,1748699694146
31779,-213155,7447823,5640136,0,0,0,1748699694186
31780,-214105,7447105,5639990,0,0,0,1748699694226
31781,-217689,7446251,5639823,0,0,0,1748699694266
31782,-220777,7445604,5639824,0,0,0,1748699694306
31783,-222658,7445346,5639989,0,0,0,1748699694346
31784,-223561,7445308,5639840,0,0,0,1748699694386
31785,-222912,7445610,5639819,0,0,0,1748699694426
31786,-222246,7445881,5640192,0,0,0,1748699694466
31787,-221730,7445706,5640161,0,0,0,1748699694506
31788,-221739,7445887,5640258,0,0,0,1748699694546
31789,-221601,7445726,5640237,0,0,0,1748699694586
31790,-220846,7445960,5640384,0,0,0,1748699694626
31791,-219817,7446344,5640340,0,0,0,1748699694666
31792,-218450,7446517,5640521,0,0,0,1748699694706
31793,-216701,7446927,5640769,0,0,0,1748699694746
31794,-214673,7447327,5641012,0,0,0,1748699694786
31795,-212608,7447635,5641128,0,0,0,1748699694826
31796,-210786,7447989,5641206,0,0,0,1748699694866
31797,-211408,7447379,5641158,0,0,0,1748699694906
31798,-214504,7446573,5640884,0,0,0,1748699694946
31799,-217281,7446017,5640919,0,0,0,1748699694986
31800,-218806,7445675,5640711,0,0,0,1748699695026
31801,-219204,7445418,5640718,0,0,0,1748699695058
31802,-218125,7445542,5641442,0,0,0,1748699695098
31803,-216882,7446830,5640950,0,0,0,1748699695138
31804,-216385,7446438,5641346,0,0,0,1748699695178
31805,-215791,7446813,5641463,0,0,0,1748699695218
31806,-215348,7446906,5641539,0,0,0,1748699695258
31807,-214502,7447088,5641714,0,0,0,1748699695298
31808,-213346,7447506,5641763,0,0,0,1748699695338
31809,-211533,7447895,5641894,0,0,0,1748699695378
31810,-209794,7448236,5642093,0,0,0,1748699695418
31811,-207648,7448630,5642410,0,0,0,1748699695458
31812,-205401,7449146,5642418,0,0,0,1748699695498
31813,-203579,7449355,5642565,0,0,0,1748699695538
31814,-204105,7448520,5642433,0,0,0,1748699695578
31815,-206662,7447854,5641902,0,0,0,1748699695618
31816,-209240,7447380,5641863,0,0,0,1748699695658
31817,-210772,7447311,5641833,0,0,0,1748699695698
31818,-210530,7447320,5641627,0,0,0,1748699695738
31819,-209606,7447563,5641766,0,0,0,1748699695778
31820,-208210,7447843,5641878,0,0,0,1748699695818
31821,-207071,7448005,5642069,0,0,0,1748699695858
31822,-206519,7448138,5642284,0,0,0,1748699695898
31823,-205813,7448219,5642330,0,0,0,1748699695938
31824,-204605,7448512,5642410,0,0,0,1748699695978
31825,-202907,7448873,5642560,0,0,0,1748699696018
31826,-201139,7449305,5642706,0,0,0,1748699696058
31827,-199087,7449744,5642936,0,0,0,1748699696098
31828,-196748,7450018,5643045,0,0,0,1748699696138
31829,-194357,7450686,5643333,0,0,0,1748699696178
31830,-191897,7451060,5643461,0,0,0,1748699696218
31831,-191446,7450803,5643480,0,0,0,1748699696258
31832,-193829,7450281,5643344,0,0,0,1748699696298
31833,-196533,7449723,5643146,0,0,0,1748699696338
31834,-198222,7449657,5643072,0,0,0,1748699696378
31835,-198669,7449631,5643288,0,0,0,1748699696418
31836,-197716,7450057,5643480,0,0,0,1748699696458
31837,-196376,7450259,5643618,0,0,0,1748699696498
31838,-195275,7450661,5643667,0,0,0,1748699696538
31839,-194654,7450617,5643816,0,0,0,1748699696578
31840,-194000,7450697,5643836,0,0,0,1748699696618
31841,-193314,7450895,5643880,0,0,0,1748699696658
31842,-192211,7450952,5643717,0,0,0,1748699696698
31843,-190500,7451275,5643778,0,0,0,1748699696738
31844,-188761,7451644,5643839,0,0,0,1748699696778
31845,-186438,7451927,5644076,0,0,0,1748699696818
31846,-184041,7452468,5644253,0,0,0,1748699696858
31847,-181457,7452833,5644513,0,0,0,1748699696898
31848,-179594,7453049,5644573,0,0,0,1748699696938
31849,-180663,7452311,5644435,0,0,0,1748699696978
31850,-183222,7451781,5644348,0,0,0,1748699697018
31851,-185183,7451726,5644307,0,0,0,1748699697058
31852,-185518,7452051,5644565,0,0,0,1748699697098
31853,-184177,7452319,5644670,0,0,0,1748699697138
31854,-182797,7452706,5644767,0,0,0,1748699697178
31855,-181780,7452866,5644818,0,0,0,1748699697218
31856,-181024,7452982,5644856,0,0,0,1748699697258
31857,-180088,7453384,5644921,0,0,0,1748699697298
31858,-178802,7453623,5645176,0,0,0,1748699697338
31859,-177003,7454000,5645430,0,0,0,1748699697378
31860,-174781,7454307,5646178,0,0,0,1748699697418
31861,-172097,7455949,5647194,0,0,0,1748699697458
31862,-169410,7456890,5647904,0,0,0,1748699697498
31863,-166709,7457492,5648427,0,0,0,1748699697538
31864,-163964,7458159,5648781,0,0,0,1748699697578
31865,-162623,7458156,5648815,0,0,0,1748699697618
31866,-164190,7457530,5648619,0,0,0,1748699697658
31867,-166259,7457116,5648532,0,0,0,1748699697698
31868,-167314,7457240,5648659,0,0,0,1748699697738
31869,-167212,7457782,5648914,0,0,0,1748699697778
31870,-165978,7458089,5649102,0,0,0,1748699697818
31871,-164086,7458590,5649263,0,0,0,1748699697858
31872,-162575,7459085,5649425,0,0,0,1748699697898
31873,-161755,7459557,5649627,0,0,0,1748699697938
31874,-160708,7459778,5649847,0,0,0,1748699697978
31875,-159710,7460031,5649929,0,0,0,1748699698018
31876,-158183,7460619,5650154,0,0,0,1748699698058
31877,-156507,7460963,5650181,0,0,0,1748699698098
31878,-154547,7461683,5650447,0,0,0,1748699698138
31879,-152177,7462090,5650710,0,0,0,1748699698178
31880,-149576,7462716,5650748,0,0,0,1748699698218
31881,-147058,7463032,5651005,0,0,0,1748699698258
31882,-145474,7463126,5650973,0,0,0,1748699698298
31883,-145973,7462573,5650685,0,0,0,1748699698338
31884,-148276,7462085,5650487,0,0,0,1748699698378
31885,-149509,7461918,5650370,0,0,0,1748699698418
31886,-149982,7462119,5650517,0,0,0,1748699698458
31887,-148850,7462516,5650617,0,0,0,1748699698498
31888,-147178,7462838,5650577,0,0,0,1748699698538
31889,-145623,7463228,5650692,0,0,0,1748699698578
31890,-144565,7463231,5650624,0,0,0,1748699698618
31891,-143839,7463350,5650710,0,0,0,1748699698658
31892,-142925,7463507,5650738,0,0,0,1748699698698
31893,-141737,7463991,5650827,0,0,0,1748699698738
31894,-140122,7464228,5650955,0,0,0,1748699698778
31895,-138211,7464696,5651038,0,0,0,1748699698818
31896,-136112,7465095,5651390,0,0,0,1748699698858
31897,-133962,7465665,5651546,0,0,0,1748699698898
31898,-131700,7466129,5651651,0,0,0,1748699698938
31899,-129564,7466428,5651647,0,0,0,1748699698978
31900,-129880,7465777,5651694,0,0,0,1748699699018
31901,-131861,7465404,5651492,0,0,0,1748699699058
31902,-133744,7465147,5651577,0,0,0,1748699699098
31903,-134485,7465245,5651615,0,0,0,1748699699138
31904,-134084,7465479,5651657,0,0,0,1748699699178
31905,-132841,7466148,5651759,0,0,0,1748699699218
31906,-131432,7466418,5652005,0,0,0,1748699699258
31907,-130374,7466457,5652017,0,0,0,1748699699298
31908,-129868,7466615,5651983,0,0,0,1748699699338
31909,-129233,7466722,5652095,0,0,0,1748699699378
31910,-128390,7467089,5652118,0,0,0,1748699699418
31911,-127170,7467307,5652284,0,0,0,1748699699458
31912,-125489,7467655,5652456,0,0,0,1748699699498
31913,-123692,7468144,5652655,0,0,0,1748699699538
31914,-121658,7468710,5652855,0,0,0,1748699699578
31915,-119602,7469245,5653110,0,0,0,1748699699618
31916,-117422,7469542,5653332,0,0,0,1748699699658
31917,-116432,7469419,5653246,0,0,0,1748699699698
31918,-118155,7468803,5653007,0,0,0,1748699699738
31919,-120564,7468170,5652828,0,0,0,1748699699778
31920,-122104,7467969,5652753,0,0,0,1748699699818
31921,-122510,7468108,5652871,0,0,0,1748699699858
31922,-121800,7468513,5652965,0,0,0,1748699699898
31923,-120643,7468869,5653140,0,0,0,1748699699938
31924,-119377,7469256,5653148,0,0,0,1748699699978
31925,-118790,7469131,5653109,0,0,0,1748699700018
31926,-118369,7469393,5653148,0,0,0,1748699700058
31927,-117949,7469379,5653389,0,0,0,1748699700098
31928,-117078,7469810,5653422,0,0,0,1748699700138
31929,-115885,7470204,5653620,0,0,0,1748699700178
31930,-114328,7470758,5653670,0,0,0,1748699700218
31931,-112681,7471037,5653680,0,0,0,1748699700258
31932,-110878,7471426,5653993,0,0,0,1748699700298
31933,-108982,7471799,5654072,0,0,0,1748699700338
31934,-107193,7471908,5654074,0,0,0,1748699700378
31935,-107711,7471354,5653892,0,0,0,1748699700418
31936,-110036,7470686,5653639,0,0,0,1748699700458
31937,-112231,7470343,5653600,0,0,0,1748699700498
31938,-113265,7470294,5653658,0,0,0,1748699700538
31939,-113213,7470475,5653581,0,0,0,1748699700578
31940,-112372,7470906,5653750,0,0,0,1748699700618
31941,-111163,7471283,5653966,0,0,0,1748699700658
31942,-110452,7471363,5653960,0,0,0,1748699700698
31943,-110281,7471328,5653912,0,0,0,1748699700738
31944,-110128,7471448,5654116,0,0,0,1748699700778
31945,-109508,7471410,5654281,0,0,0,1748699700818
31946,-108571,7471716,5654311,0,0,0,1748699700858
31947,-107078,7471995,5654509,0,0,0,1748699700898
31948,-105627,7472402,5654799,0,0,0,1748699700938
31949,-103786,7472902,5655010,0,0,0,1748699700978
31950,-101821,7473549,5655343,0,0,0,1748699701018
31951,-100035,7473820,5655394,0,0,0,1748699701058
31952,-99479,7473539,5655429,0,0,0,1748699701098
31953,-101590,7472861,5655240,0,0,0,1748699701138
31954,-103937,7472389,5655259,0,0,0,1748699701178
31955,-105527,7472371,5655206,0,0,0,1748699701218
31956,-105824,7472434,5655277,0,0,0,1748699701258
31957,-105547,7472697,5655300,0,0,0,1748699701298
31958,-104428,7473173,5655417,0,0,0,1748699701338
31959,-103672,7473105,5655250,0,0,0,1748699701378
31960,-103521,7473087,5655250,0,0,0,1748699701418
31961,-103391,7472931,5655170,0,0,0,1748699701458
31962,-103155,7473062,5655153,0,0,0,1748699701498
31963,-102447,7473255,5655400,0,0,0,1748699701538
31964,-101533,7473385,5655376,0,0,0,1748699701578
31965,-100616,7473680,5655615,0,0,0,1748699701618
31966,-98932,7474005,5655628,0,0,0,1748699701658
31967,-97476,7474336,5655616,0,0,0,1748699701698
31968,-95897,7474665,5655768,0,0,0,1748699701738
31969,-95964,7474069,5655552,0,0,0,1748699701778
31970,-98150,7473338,5655297,0,0,0,1748699701818
31971,-100774,7472751,5655191,0,0,0,1748699701858
31972,-102145,7472758,5655192,0,0,0,1748699701898
31973,-102526,7472891,5655339,0,0,0,1748699701938
31974,-101826,7473242,5655334,0,0,0,1748699701978
31975,-100745,7473506,5655431,0,0,0,1748699702018
31976,-100344,7473558,5655364,0,0,0,1748699702058
31977,-100270,7473518,5655532,0,0,0,1748699702098
31978,-100172,7473684,5655506,0,0,0,1748699702138
31979,-100036,7473545,5655466,0,0,0,1748699702178
31980,-99287,7473746,5655661,0,0,0,1748699702218
31981,-98169,7474172,5655540,0,0,0,1748699702258
31982,-97149,7474517,5655733,0,0,0,1748699702298
31983,-95900,7474835,5655862,0,0,0,1748699702338
31984,-94281,7475147,5656089,0,0,0,1748699702378
31985,-92905,7475505,5656085,0,0,0,1748699702418
31986,-93256,7474865,5655926,0,0,0,1748699702458
31987,-98930,7473278,5655396,0,0,0,1748699702498
31988,-100819,7473104,5655447,0,0,0,1748699702538
31989,-101617,7473051,5655199,0,0,0,1748699702578
31990,-101467,7473397,5655247,0,0,0,1748699702618
31991,-100675,7473442,5655321,0,0,0,1748699702658
31992,-100509,7473390,5655346,0,0,0,1748699702698
31993,-100762,7473222,5655235,0,0,0,1748699702738
31994,-101259,7473204,5655173,0,0,0,1748699702778
31995,-101341,7473193,5655239,0,0,0,1748699702818
31996,-101105,7473330,5655152,0,0,0,1748699702858
31997,-100404,7473548,5655287,0,0,0,1748699702898
31998,-99350,7473717,5655389,0,0,0,1748699702938
31999,-98310,7473949,5655398,0,0,0,1748699702978
32000,-97195,7474276,5655495,0,0,0,1748699703018
32001,-95964,7474397,5655512,0,0,0,1748699703126
32002,-96509,7473794,5655331,0,0,0,1748699703166
32003,-99322,7472936,5654989,0,0,0,1748699703206
32004,-102394,7472264,5654824,0,0,0,1748699703246
32005,-104482,7472174,5654775,0,0,0,1748699703286
32006,-105395,7472125,5654674,0,0,0,1748699703326
32007,-105337,7472222,5654677,0,0,0,1748699703366
32008,-104807,7472432,5654779,0,0,0,1748699703406
32009,-104736,7472344,5654689,0,0,0,1748699703446
32010,-105217,7472109,5654643,0,0,0,1748699703486
32011,-105541,7472097,5654593,0,0,0,1748699703526
32012,-105885,7472107,5654454,0,0,0,1748699703566
32013,-105624,7472087,5654436,0,0,0,1748699703606
32014,-105039,7472114,5654491,0,0,0,1748699703646
32015,-104085,7472344,5654605,0,0,0,1748699703686
32016,-103036,7472739,5654648,0,0,0,1748699703726
32017,-101974,7473245,5654745,0,0,0,1748699703766
32018,-100823,7473467,5654823,0,0,0,1748699703806
32019,-101872,7472569,5654280,0,0,0,1748699703846
32020,-104928,7471448,5653749,0,0,0,1748699703886
32021,-108106,7470703,5653400,0,0,0,1748699703926
32022,-109834,7470226,5653260,0,0,0,1748699703966
32023,-110677,7469994,5653130,0,0,0,1748699704006
32024,-110317,7470277,5653351,0,0,0,1748699704046
32025,-109711,7470282,5653251,0,0,0,1748699704086
32026,-109764,7469984,5653210,0,0,0,1748699704126
32027,-110282,7469859,5652792,0,0,0,1748699704166
32028,-110793,7469868,5652826,0,0,0,1748699704206
32029,-110938,7469860,5652658,0,0,0,1748699704246
32030,-110725,7469927,5652513,0,0,0,1748699704286
32031,-110250,7469880,5652469,0,0,0,1748699704326
32032,-109505,7470083,5652327,0,0,0,1748699704366
32033,-108557,7470151,5652269,0,0,0,1748699704406
32034,-107443,7470160,5652231,0,0,0,1748699704446
32035,-107206,7469699,5651972,0,0,0,1748699704486
32036,-109610,7468648,5651618,0,0,0,1748699704526
32037,-113092,7467717,5651127,0,0,0,1748699704566
32038,-115517,7467163,5650837,0,0,0,1748699704606
32039,-116734,7467093,5650876,0,0,0,1748699704646
32040,-116966,7467164,5650899,0,0,0,1748699704686
32041,-116388,7467222,5650947,0,0,0,1748699704726
32042,-116204,7467249,5650758,0,0,0,1748699704766
32043,-116716,7467123,5650602,0,0,0,1748699704806
32044,-117039,7466846,5650467,0,0,0,1748699704846
32045,-117369,7466884,5650466,0,0,0,1748699704886
32046,-117108,7466847,5650414,0,0,0,1748699704926
32047,-116461,7466979,5650441,0,0,0,1748699704966
32048,-115652,7467171,5650499,0,0,0,1748699705006
32049,-114602,7467360,5650430,0,0,0,1748699705046
32050,-113223,7467709,5650562,0,0,0,1748699705086
32051,-112073,7467827,5650526,0,0,0,1748699705126
32052,-112497,7467318,5650467,0,0,0,1748699705166
32053,-115518,7466197,5650078,0,0,0,1748699705206
32054,-118742,7465443,5649902,0,0,0,1748699705246
32055,-120948,7465014,5649646,0,0,0,1748699705286
32056,-122145,7464881,5649624,0,0,0,1748699705326
32057,-122415,7464990,5649656,0,0,0,1748699705366
32058,-122163,7465265,5649585,0,0,0,1748699705406
32059,-122119,7465132,5649439,0,0,0,1748699705446
32060,-122482,7464846,5649360,0,0,0,1748699705486
32061,-122993,7464701,5649316,0,0,0,1748699705526
32062,-122983,7464704,5649405,0,0,0,1748699705566
32063,-122670,7464770,5649435,0,0,0,1748699705606
32064,-122029,7465097,5649334,0,0,0,1748699705646
32065,-121189,7465206,5649434,0,0,0,1748699705686
32066,-119997,7465610,5649576,0,0,0,1748699705726
32067,-118648,7465683,5649695,0,0,0,1748699705766
32068,-117273,7465948,5649647,0,0,0,1748699705806
32069,-117871,7465058,5649411,0,0,0,1748699705846
32070,-120725,7464224,5649262,0,0,0,1748699705886
32071,-123874,7463416,5648984,0,0,0,1748699705926
32072,-125896,7463221,5648959,0,0,0,1748699705966
32073,-126781,7463205,5649009,0,0,0,1748699706006
32074,-126683,7463246,5649042,0,0,0,1748699706046
32075,-126237,7463647,5649113,0,0,0,1748699706086
32076,-126076,7463587,5649097,0,0,0,1748699706126
32077,-126262,7463369,5649027,0,0,0,1748699706166
32078,-126482,7463522,5648972,0,0,0,1748699706206
32079,-126411,7463607,5649194,0,0,0,1748699706246
32080,-126021,7463562,5649147,0,0,0,1748699706286
32081,-125073,7463705,5649192,0,0,0,1748699706326
32082,-124058,7463931,5649346,0,0,0,1748699706366
32083,-122542,7464174,5649666,0,0,0,1748699706406
32084,-121081,7464743,5649893,0,0,0,1748699706446
32085,-119538,7465168,5649882,0,0,0,1748699706486
32086,-118977,7464894,5649902,0,0,0,1748699706526
32087,-121103,7463944,5649620,0,0,0,1748699706566
32088,-124067,7463042,5649482,0,0,0,1748699706606
32089,-126252,7462720,5649305,0,0,0,1748699706646
32090,-127084,7462858,5649444,0,0,0,1748699706686
32091,-127169,7463027,5649496,0,0,0,1748699706726
32092,-126355,7463117,5649464,0,0,0,1748699706766
32093,-125991,7463374,5649524,0,0,0,1748699706806
32094,-126080,7463220,5649404,0,0,0,1748699706846
32095,-126225,7462988,5649377,0,0,0,1748699706886
32096,-126341,7463175,5649422,0,0,0,1748699706926
32097,-125896,7463132,5649425,0,0,0,1748699706966
32098,-124939,7463331,5649558,0,0,0,1748699707006
32099,-123957,7463535,5649529,0,0,0,1748699707046
32100,-122587,7463743,5649670,0,0,0,1748699707086
32101,-121270,7464063,5649838,0,0,0,1748699707126
32102,-119952,7464315,5649888,0,0,0,1748699707166
32103,-119355,7464097,5649612,0,0,0,1748699707206
32104,-121680,7463110,5649373,0,0,0,1748699707246
32105,-124643,7462349,5649129,0,0,0,1748699707286
32106,-126351,7462130,5649182,0,0,0,1748699707326
32107,-127040,7462222,5649037,0,0,0,1748699707366
32108,-126989,7462358,5649242,0,0,0,1748699707406
32109,-126074,7462395,5649139,0,0,0,1748699707446
32110,-125515,7462567,5649173,0,0,0,1748699707486
32111,-125528,7462399,5649230,0,0,0,1748699707526
32112,-125825,7462404,5648999,0,0,0,1748699707566
32113,-125431,7462332,5649092,0,0,0,1748699707606
32114,-124897,7462667,5649270,0,0,0,1748699707646
32115,-123907,7462912,5649259,0,0,0,1748699707686
32116,-122819,7463060,5649335,0,0,0,1748699707726
32117,-121447,7463398,5649495,0,0,0,1748699707766
32118,-119836,7463707,5649635,0,0,0,1748699707806
32119,-118303,7464137,5649640,0,0,0,1748699707846
32120,-117481,7463783,5649552,0,0,0,1748699707886
32121,-119765,7462880,5649276,0,0,0,1748699707926
32122,-122656,7462250,5649116,0,0,0,1748699707966
32123,-124712,7461855,5649020,0,0,0,1748699708006
32124,-125607,7461813,5649111,0,0,0,1748699708046
32125,-125661,7462030,5649127,0,0,0,1748699708086
32126,-125003,7462204,5649077,0,0,0,1748699708126
32127,-124425,7462327,5649062,0,0,0,1748699708166
32128,-124559,7462044,5648972,0,0,0,1748699708206
32129,-124341,7462123,5649012,0,0,0,1748699708246
32130,-123786,7462435,5649114,0,0,0,1748699708286
32131,-122736,7462725,5649171,0,0,0,1748699708326
32132,-121706,7462959,5649285,0,0,0,1748699708366
32133,-120391,7463282,5649353,0,0,0,1748699708406
32134,-118823,7463568,5649457,0,0,0,1748699708446
32135,-117283,7463840,5649538,0,0,0,1748699708486
32136,-115880,7463923,5649625,0,0,0,1748699708526
32137,-116790,7463084,5649249,0,0,0,1748699708566
32138,-119670,7462283,5648890,0,0,0,1748699708606
32139,-122359,7461755,5648869,0,0,0,1748699708646
32140,-123837,7461621,5648871,0,0,0,1748699708686
32141,-124230,7461596,5648916,0,0,0,1748699708726
32142,-123994,7461947,5648911,0,0,0,1748699708766
32143,-123359,7462079,5649028,0,0,0,1748699708806
32144,-122940,7462248,5649029,0,0,0,1748699708846
32145,-123015,7462108,5648883,0,0,0,1748699708886
32146,-123256,7461834,5648888,0,0,0,1748699708926
32147,-123006,7462118,5649045,0,0,0,1748699708966
32148,-122218,7462312,5649097,0,0,0,1748699709006
32149,-121250,7462682,5649161,0,0,0,1748699709046
32150,-120097,7462942,5649236,0,0,0,1748699709086
32151,-118611,7463176,5649350,0,0,0,1748699709126
32152,-117182,7463539,5649642,0,0,0,1748699709166
32153,-115399,7464058,5649831,0,0,0,1748699709206
32154,-114311,7463924,5649726,0,0,0,1748699709246
32155,-115946,7463430,5649418,0,0,0,1748699709286
32156,-118808,7462440,5649069,0,0,0,1748699709326
32157,-121159,7462070,5649017,0,0,0,1748699709366
32158,-122252,7462002,5649002,0,0,0,1748699709406
32159,-122275,7462083,5649128,0,0,0,1748699709446
32160,-121630,7462429,5649010,0,0,0,1748699709486
32161,-120639,7462705,5649098,0,0,0,1748699709526
32162,-120574,7462353,5649031,0,0,0,1748699709566
32163,-120611,7461811,5648823,0,0,0,1748699709606
32164,-120121,7460994,5648620,0,0,0,1748699709646
32165,-119265,7460655,5648674,0,0,0,1748699709686
32166,-118149,7461040,5648938,0,0,0,1748699709726
32167,-116274,7461564,5649277,0,0,0,1748699709766
32168,-114298,7462409,5649655,0,0,0,1748699709806
32169,-112631,7462864,5649916,0,0,0,1748699709846
32170,-110716,7463402,5650143,0,0,0,1748699709886
32171,-109116,7463804,5650212,0,0,0,1748699709926
32172,-109501,7463174,5650010,0,0,0,1748699709966
32173,-112101,7462404,5649677,0,0,0,1748699710006
32174,-114241,7461890,5649683,0,0,0,1748699710046
32175,-115377,7461937,5649704,0,0,0,1748699710086
32176,-115554,7462208,5649847,0,0,0,1748699710126
32177,-114563,7462650,5649871,0,0,0,1748699710166
32178,-113614,7462724,5649999,0,0,0,1748699710206
32179,-113250,7462918,5649993,0,0,0,1748699710246
32180,-113144,7462875,5649918,0,0,0,1748699710286
32181,-113052,7462951,5650018,0,0,0,1748699710326
32182,-112458,7463321,5650068,0,0,0,1748699710366
32183,-111615,7463499,5650188,0,0,0,1748699710406
32184,-110489,7463973,5650318,0,0,0,1748699710446
32185,-109249,7464377,5650296,0,0,0,1748699710486
32186,-107890,7464617,5650424,0,0,0,1748699710526
32187,-106302,7465115,5650564,0,0,0,1748699710566
32188,-104504,7465534,5650665,0,0,0,1748699710606
32189,-104074,7465228,5650479,0,0,0,1748699710646
32190,-106677,7464164,5650194,0,0,0,1748699710686
32191,-109979,7463379,5649914,0,0,0,1748699710726
32192,-112073,7462952,5649864,0,0,0,1748699710766
32193,-113069,7462901,5649690,0,0,0,1748699710806
32194,-113355,7463145,5649705,0,0,0,1748699710846
32195,-112768,7463254,5649729,0,0,0,1748699710886
32196,-112362,7463198,5649746,0,0,0,1748699710926
32197,-112391,7463135,5649495,0,0,0,1748699710966
32198,-112664,7462931,5649439,0,0,0,1748699711006
32199,-112851,7463114,5649476,0,0,0,1748699711046
32201,-111746,7463545,5649606,0,0,0,1748699711056
32200,-112459,7463245,5649620,0,0,0,1748699711086
32202,-110820,7463847,5649821,0,0,0,1748699711096
32203,-109507,7464177,5649863,0,0,0,1748699711136
32204,-108029,7464675,5650164,0,0,0,1748699711176
32205,-106610,7464980,5650142,0,0,0,1748699711216
32206,-105240,7465057,5650092,0,0,0,1748699711256
32207,-106284,7464216,5649917,0,0,0,1748699711296
32208,-109448,7463321,5649562,0,0,0,1748699711336
32209,-112256,7462629,5649332,0,0,0,1748699711376
32210,-113952,7462409,5649261,0,0,0,1748699711416
32211,-114612,7462568,5649291,0,0,0,1748699711456
32212,-114331,7462814,5649403,0,0,0,1748699711496
32213,-113716,7463019,5649424,0,0,0,1748699711536
32214,-113449,7463057,5649482,0,0,0,1748699711576
32215,-113584,7462925,5649254,0,0,0,1748699711616
32216,-113918,7462957,5649305,0,0,0,1748699711656
32217,-113624,7462963,5649376,0,0,0,1748699711696
